job_title,company,job_profile,description,location,Level,Type,StandardJobTitle
Sales Supervisor - North Upper Egypt,PepsiCo International,https://wuzzuf.net/jobs/p/cc5848eb-a2c4-4055-94ef-a966cf74d2c0-Sales-Supervisor---North-Upper-Egypt-PepsiCo-International-Beni-Suef-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=9,"Full Time · Manager · 1-3 Yrs of Exp · FMCG · Sales · Retail · Sales Skills · Sales/Retail - October 28, 2020","Beni Suef, Egypt",Manager,Full Time,Software Engneering 
Software Development Manager,Nahdet Misr Publishing Group,https://wuzzuf.net/jobs/p/bcd03e2d-9e2b-46ca-965c-73f1258a6b67-Software-Development-Manager-Nahdet-Misr-Publishing-Group-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=11,"Full Time · Manager · 10+ Yrs of Exp · Software Development · Development · Software · Information Technology (IT) · Computer Science · Software Engineering · .NET · IT/Software Development - November 23, 2020","Mohandessin, Giza",Manager,Full Time,Software Engneering 
Sales Supervisor - South Upper Egypt,PepsiCo International,https://wuzzuf.net/jobs/p/8721f35a-d14f-4d22-bebd-cccd99893e36-Sales-Supervisor---South-Upper-Egypt-PepsiCo-International-Aswan-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=8,"Full Time · Manager · 1-3 Yrs of Exp · FMCG · Sales · Retail · Sales Skills · Sales/Retail - October 28, 2020","Aswan, Egypt",Manager,Full Time,Software Engneering 
Sales Supervisor - North Upper Egypt,PepsiCo International,https://wuzzuf.net/jobs/p/cc5848eb-a2c4-4055-94ef-a966cf74d2c0-Sales-Supervisor---North-Upper-Egypt-PepsiCo-International-Beni-Suef-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=9,"Full Time · Manager · 1-3 Yrs of Exp · FMCG · Sales · Retail · Sales Skills · Sales/Retail - October 28, 2020","Beni Suef, Egypt",Manager,Full Time,Software Engneering 
Software Development Manager,Nahdet Misr Publishing Group,https://wuzzuf.net/jobs/p/bcd03e2d-9e2b-46ca-965c-73f1258a6b67-Software-Development-Manager-Nahdet-Misr-Publishing-Group-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=11,"Full Time · Manager · 10+ Yrs of Exp · Software Development · Development · Software · Information Technology (IT) · Computer Science · Software Engineering · .NET · IT/Software Development - November 23, 2020","Mohandessin, Giza",Manager,Full Time,Software Engneering 
Sales Supervisor - South Upper Egypt,PepsiCo International,https://wuzzuf.net/jobs/p/8721f35a-d14f-4d22-bebd-cccd99893e36-Sales-Supervisor---South-Upper-Egypt-PepsiCo-International-Aswan-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=8,"Full Time · Manager · 1-3 Yrs of Exp · FMCG · Sales · Retail · Sales Skills · Sales/Retail - October 28, 2020","Aswan, Egypt",Manager,Full Time,Software Engneering 
IT Manager,Al Andalous Medical Company,https://wuzzuf.net/jobs/p/e9457272-083a-441e-99ed-ea9d131f8c23-IT-Manager-Al-Andalous-Medical-Company-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=119,"Full Time · Manager · 10-15 Yrs of Exp · IT · Manager · Information Technology (IT) · Project Management · Computer Science · Engineering · Pharmaceutical · IS · Less · SAP · ERP - November 2, 2020","6th Of October, Giza",Manager,Full Time,IT Category
IT Manager,Expand Cart,https://wuzzuf.net/jobs/p/ef86260f-6e45-4f20-829f-6342660aaeab-IT-Manager-Expand-Cart-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=101,Full Time · Manager · 6-10 Yrs of Exp · Information Technology (IT) · Computer Science · Project Management · Engineering · Management · Information Systems · Telecom · Computer Engineering - New,"Cairo, Egypt",Manager,Full Time,IT Category
IT Team Leader,World Business Fitness,https://wuzzuf.net/jobs/p/651ec085-e42e-48ca-ab45-a4903ed93815-IT-Team-Leader-World-Business-Fitness-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=102,"Full Time · Manager · 5-7 Yrs of Exp · IT · Information Technology (IT) · Computer Science · Software · IT/Software Development · Engineering - Telecom/Technology - October 25, 2020","New Cairo, Cairo",Manager,Full Time,IT Category
Assistant IT Manager - Alexandria,Paradise Inn Hotels & Resorts,https://wuzzuf.net/jobs/p/e7532d3d-0872-4a21-b9f7-ace615ec572a-Assistant-IT-Manager---Alexandria-Paradise-Inn-Hotels-Resorts-Alexandria-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=114,"Full Time · Manager · 7+ Yrs of Exp · Information Technology (IT) · Computer Science · Computer · Network Administration · Network Installation · Data Center Management · Data Governance · Software - November 23, 2020","Mahta Alraml, Alexandria",Manager,Full Time,IT Category
IT Operations Team Leader,Union Group,https://wuzzuf.net/jobs/p/e88ea363-c2e9-4e45-ac53-fa43f3344ffd-IT-Operations-Team-Leader-Union-Group-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=108,"Full Time · Manager · 5-7 Yrs of Exp · Information Technology (IT) · Telecommunication · Computer Science · ITIL V3 · Cloud Architecture · IT Operations · Software Development · Software Engineering - November 10, 2020","Obour City, Cairo",Manager,Full Time,IT Category
IT Manager/ Project Manager,Hidden Name,https://wuzzuf.net/jobs/p/cb4ededd-4e3b-44e9-83b8-c284ca983897-IT-Manager--Project-Manager-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=118,"Full Time · Manager · 5+ Yrs of Exp · Information Technology (IT) · PMP · Software · Projects · Software Projects · Project Management · Engineering · Computer Science · Digital Transformation - November 11, 2020","Maadi, Cairo",Manager,Full Time,IT Category
Head Of Sales (IT Background),Premier Services and Recruitment,https://wuzzuf.net/jobs/p/cd41d2ca-0e33-49c5-bfac-e4c17a9105bc-Head-Of-Sales-IT-Background-Premier-Services-and-Recruitment-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=116,"Full Time · Manager · 10-15 Yrs of Exp · Sales Manager · Sales Director · Business Development Manager · Business Development Director · Business Solution · IT Solution · Sales · Business Development - October 4, 2020","New Cairo, Cairo",Manager,Full Time,IT Category
Mobile Development Lead - Android & iOS,Ghyma for Tourism,https://wuzzuf.net/jobs/p/1a3cda25-1c8f-48b2-971a-cc8b326c1cea-Mobile-Development-Lead---Android---iOS-Ghyma-for-Tourism-Riyadh-Saudi-Arabia?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1020,"Work From Home · Manager · 2-4 Yrs of Exp · Android · iOS · RESTful · Mobile Development · Git · UI · Design · Information Technology (IT) · APIs · Computer Science · Software Development - November 12, 2020","Riyadh, Saudi Arabia",Manager,Full Time,Software Engneering 
Business Developer Intern,Magdsoft,https://wuzzuf.net/internship/f10ddb4b-51eb-4ce1-a959-5b419a66a938-Business-Developer-Intern-Magdsoft-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1054,"Internship · Student · 0-1 Yrs of Exp · Business Development · Sales · Software Sales · SWE · English · Microsoft Office · Business Development · IT/Software Development · Sales/Retail - October 18, 2020","Nasr City, Cairo",Manager,Internship,Software Engneering 
Full Stack Developer (Internship),Seuqel Solutions,https://wuzzuf.net/internship/066f037a-a404-4055-b2d5-705c89036a9e-Full-Stack-Developer-Internship-Seuqel-Solutions-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1076,"Internship · Student · 0-1 Yrs of Exp · PHP · JSON · React · NodeJS · XML · jQuery · Django · Laravel · Software Development · Computer Science · Computer Engineering · Full Stack · English - October 20, 2020","Downtown, Cairo",Manager,Internship,Software Engneering 
Assistant Manager - Regulatory Compliance,Allianz,https://wuzzuf.net/jobs/p/58a9e270-2e7e-4fa9-9c98-49f97e62969c-Assistant-Manager---Regulatory-Compliance-Allianz-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1080,"Full Time · Manager · 3-4 Yrs of Exp · Compliance · Regulatory Compliance · Money Laundry · Financial Services · Quality · Financing Terrorism · Finance · Accounting · Accounting/Finance · Legal - October 18, 2020","New Cairo, Cairo",Manager,Full Time,Software Engneering 
Italian Business Development Team Lead...,citpeak,https://wuzzuf.net/jobs/p/c8771930-b03b-4909-9579-a2640c43264e-Italian-Business-Development-Team-Lead-Acquisition-Team-Lead-citpeak-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1068,"Full Time · Manager · 2-5 Yrs of Exp · Sales · Sales Skills · Business Development · Italian · Sales Target · Computer Skills · Business Development · Operations/Management · Sales/Retail - November 13, 2020","Nasr City, Cairo",Manager,Full Time,Software Engneering 
Business Development Manager (E-Learning),Hidden Name,https://wuzzuf.net/jobs/p/fc75293e-6e6c-451f-a72e-0b297c76e6fa-Business-Development-Manager-E-Learning-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1095,Full Time · Manager · 3-5 Yrs of Exp · Males Preferred · Business Development · Sales Skills · Marketing · Business · Communication Skills · E-Learning · IT · Sales · Excel · PowerPoint - New,"Nasr City, Cairo",Manager,Full Time,Software Engneering 
Senior WordPress Developer,Crepixa,https://wuzzuf.net/jobs/p/091621b7-a190-4ca4-8a65-90771e5b5bcc-Senior-WordPress-Developer-Crepixa-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1126,Full Time · Part Time · Senior Management · 3-4 Yrs of Exp · WordPress · Information Technology (IT) · Front-End · IT/Software Development - New,"Nasr City, Cairo",Manager,Full Time,Software Engneering 
Business Development Consultant,Smart GYM,https://wuzzuf.net/jobs/p/f34bc6c9-15c3-403d-bdf9-cfd576e71935-Business-Development-Consultant-Smart-GYM-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1157,"Full Time · Manager · 3+ Yrs of Exp · Females Only · Business Administration · Business · Business Development · Development · Sales Skills · Sales · Sales Target · Customer Support · Marketing - October 31, 2020","Nasr City, Cairo",Manager,Full Time,Software Engneering 
Account Manager - Digital Media & Marketing...,Raffles Advertising Creative House,https://wuzzuf.net/jobs/p/da41b92b-b60a-44c0-879e-c6e417ab9187-Account-Manager---Digital-Media---Marketing-Manager-Raffles-Advertising-Creative-House-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1149,"Full Time · Manager · 4-9 Yrs of Exp · Marketing · Social Media · Digital Marketing · Media · Business Administration · Content · Digital · Business · Creative · Administration · Web Analytics - October 18, 2020","New Cairo, Cairo",Manager,Full Time,Software Engneering 
Business Development Manager,Hidden Name,https://wuzzuf.net/jobs/p/ba3b9905-eeb1-4cb2-a3f3-cb8753f8b967-Business-Development-Manager-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1164,"Full Time · Manager · 10-15 Yrs of Exp · Business Development · Time Management · Sales Skills · Sales Target · Sales · English · Business Development · Sales/Retail - October 15, 2020","Sheikh Zayed, Giza",Manager,Full Time,Software Engneering 
Business Development Manager,Nahdet Misr Publishing Group,https://wuzzuf.net/jobs/p/490ba296-1192-43a4-ad2f-e54c5088c577-Business-Development-Manager-Nahdet-Misr-Publishing-Group-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1163,"Full Time · Manager · 8-11 Yrs of Exp · Business Development · Business · Sales · Business Administration · Business Development Management · Sales Skills · Sales Target · Marketing · CRM · English - October 27, 2020","Mohandessin, Giza",Manager,Full Time,Software Engneering 
Operation Manager,Smartistic Education Technology Co,https://wuzzuf.net/jobs/p/bb22f75a-8929-40a9-90bb-278e40e349a2-Operation-Manager-Smartistic-Education-Technology-Co-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1173,"Full Time · Manager · 2+ Yrs of Exp · Females Preferred · Operations · Management · Administration · Business Administration · Marketing · English · IT · Business · Information Technology - October 12, 2020","Sheikh Zayed, Giza",Manager,Full Time,Software Engneering 
Export Sales (Business Development) Manager -...,Hidden Name,https://wuzzuf.net/jobs/p/cc43bddf-24a0-4754-8c5f-4d9b4d050e27-Export-Sales-Business-Development-Manager---Agricultural-Products-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1169,Full Time · Manager · 5+ Yrs of Exp · Microsoft Excel · Administration · Logistics · Supply Chain · Purchasing · Foreign Trade · Export · Sales · Sales Skills · Agricultural · Business Development - New,"Garden City, Cairo",Manager,Full Time,Software Engneering 
Business Development Manager,Duob Recruitment,https://wuzzuf.net/jobs/p/f6661bcb-711f-43d8-8892-f2af08d0fb90-Business-Development-Manager-Duob-Recruitment-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1195,"Full Time · Manager · 3-7 Yrs of Exp · Business Development · Sales · Sales Target · Communication Skills · Lead Generation · Technologies · software · Computer Skills · Business · Marketing - November 20, 2020","Cairo, Egypt",Manager,Full Time,Software Engneering 
Chief Accountant,Summer Moon Co.,https://wuzzuf.net/jobs/p/98824b51-7dec-4813-be5e-db9d891a8841-Chief-Accountant-Summer-Moon-Co-Alexandria-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1188,"Full Time · Manager · 7+ Yrs of Exp · Accounting · Finance · Financial Analysis · Financial Management · Manager · MS Office · Computer Skills · Accounting Software · Accounting Manager · FMCG - October 23, 2020","Bourj Alarab, Alexandria",Manager,Full Time,Software Engneering 
ERP Application Manager,BituNil,https://wuzzuf.net/jobs/p/e2e9747a-6cc3-49af-9bfb-ad841678e9a7-ERP-Application-Manager-BituNil-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1196,"· Manager · 10-20 Yrs of Exp · Computer Science · Project Management · Computer Engineering · Information Technology (IT) · ERP · Implementation · Software · Analysis · Business · Oracle - November 3, 2020","Heliopolis, Cairo",Manager,Full Time,Software Engneering 
Head of Business Development,CASHU,https://wuzzuf.net/jobs/p/5d54e4a6-1ecd-482c-a3de-55828f406ac5-Head-of-Business-Development-CASHU-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1198,"Full Time · Senior Management · 7-10 Yrs of Exp · Business Development · Management · Planning · Market Research · Sales · Business Development · Operations/Management - November 4, 2020","Cairo, Egypt",Manager,Full Time,Software Engneering 
.Net Team Lead,National Technology,https://wuzzuf.net/jobs/p/4df16251-2ca7-4e55-b049-50e615ec8806--Net-Team-Lead-National-Technology-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1197,Full Time · Manager · 5-8 Yrs of Exp · javaScript · C# · MVC · ASP.NET · jQuery · Angular · Computer Science · Information Technology (IT) · Software Development · Engineering · Telecom · Oracle - New,"Nasr City, Cairo",Manager,Full Time,Software Engneering 
IT Projects Manager,Hidden Name,https://wuzzuf.net/jobs/p/a0a53142-7dd2-46de-bc4f-7bcb6ac6fbd9-IT-Projects-Manager-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=122,Full Time · Manager · 5-7 Yrs of Exp · Project Management · Computer Science · Engineering · PMP · Information Technology (IT) · Software · Management · Project · ERP · SAP - New,"Cairo, Egypt",Manager,Full Time,IT Category
IT Manager,Ameco Medical Industries,https://wuzzuf.net/jobs/p/bb397bce-2380-4faa-a308-57b67fa149f3-IT-Manager-Ameco-Medical-Industries-Sharqia-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=138,"Full Time · Manager · 8+ Yrs of Exp · Information Technology (IT) · Software Development · Software · Software Engineering · Computer Science · Manufacturing · ERP · CRM · Infrastructure · SCM - October 14, 2020","10th Of Ramadan City, Sharqia",Manager,Full Time,IT Category
IT Manager ( El Katib Hospital ),Cleopatra Hospitals Group,https://wuzzuf.net/jobs/p/64c971a8-db4d-478c-8883-f7172ef35d0c-IT-Manager--El-Katib-Hospital--Cleopatra-Hospitals-Group-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=139,"Full Time · Manager · 5-10 Yrs of Exp · SQL · MySQL · ICU · Information Technology (IT) · Testing · Microsoft Office · Computer Skills · Computer Science · Software Testing · Software · ERP - November 2, 2020","Dokki, Giza",Manager,Full Time,IT Category
.NET Team Leader - Cairo,Unicom Group,https://wuzzuf.net/jobs/p/ae98e990-543c-49e9-ba4e-b13212369f80--NET-Team-Leader---Cairo-Unicom-Group-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1216,"Full Time · Manager · 4-6 Yrs of Exp · Information Technology (IT) · Computer Science · Software Development · C# · MVC · .NET · javaScript · Agile · Web Development · Angular · Git · Full Stack - November 16, 2020","Maadi, Cairo",Manager,Full Time,Software Engneering 
SharePoint Lead,Excel Systems,https://wuzzuf.net/jobs/p/6feb4a3d-9fb7-4d8a-8caa-82bae13c57ec-SharePoint-Lead-Excel-Systems-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1217,"Full Time · Manager · 5+ Yrs of Exp · ASP.NET · SharePoint · MVC · TSQL · Microsoft SQL Server · jQuery · javaScript · CSS3 · HTML5 · .NET · Computer Engineering · Software Engineering · MSSQL - November 4, 2020","Sheikh Zayed, Giza",Manager,Full Time,Software Engneering 
Business Development Manager,TACC Network,https://wuzzuf.net/jobs/p/66d480cf-b8a0-4714-a5b1-5230bbe4123e-Business-Development-Manager-TACC-Network-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1205,"Full Time · Manager · 3-5 Yrs of Exp · Business Development · Sales Skills · Marketing · Management · Business · Advertising · Communication · Negotiation · Sales · English · BDM · French - November 8, 2020","Heliopolis, Cairo",Manager,Full Time,Software Engneering 
.Net Technical Lead,MigrationIT.com,https://wuzzuf.net/jobs/p/66f888ad-940a-466f-971a-81a7a8299f1e--Net-Technical-Lead-MigrationIT-com-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1219,"Full Time · Manager · 10+ Yrs of Exp · Information Technology (IT) · .NET · Computer Science · Software Development · Angular · Agile · Software · Computer · Solution Designs · Architecture - November 8, 2020","New Cairo, Cairo",Manager,Full Time,Software Engneering 
Business Development Manager,Hidden Name,https://wuzzuf.net/jobs/p/ad0ae88b-92d4-484b-9f58-5b672cc46c1f-Business-Development-Manager-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1204,"Full Time · Manager · 3-7 Yrs of Exp · Females Only · Sales · Business Development · Sales Skills · Business · B2B · B2B Sales · English · Business Development · Sales/Retail - October 29, 2020","Mohandessin, Giza",Manager,Full Time,Software Engneering 
Senior .Net Developer - Cairo,GetTechForce.com,https://wuzzuf.net/jobs/p/5b4e2495-3c83-4387-8fbb-1356649cf6c2-Senior--Net-Developer---Cairo-GetTechForce-com-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1218,"Full Time · Manager · 5+ Yrs of Exp · .Net · Computer Science · C# · ASP.NET · javaScript · SQL · VP · Information Technology (IT) · .NET · CSS · HTML5 · NuGet · IOC · Lync · JQuery · SCSS - September 29, 2020","Cairo, Egypt",Manager,Full Time,Software Engneering 
Sales Manager- Alexandria,Stylish Eve,https://wuzzuf.net/jobs/p/26aaebf1-e2d3-4959-8e34-476141bff712-Sales-Manager--Alexandria-Stylish-Eve-Alexandria-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1213,"Full Time · Manager · 5+ Yrs of Exp · Sales Skills · Sales Target · Analytical · Electronic Health · Beauty Products · Sales · English · Management · Sales Management · Operations/Management - November 8, 2020","Alexandria, Egypt",Manager,Full Time,Software Engneering 
Technical Product Manager,Nagwa,https://wuzzuf.net/jobs/p/b061d7c2-e2d2-4b1c-9efd-fe34110d52a9-Technical-Product-Manager-Nagwa-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1232,"Full Time · Manager · 8+ Yrs of Exp · Software Development · Product Management · Technical · Leadership · Information Technology (IT) · Computer Science · Engineering · Telecom · Project Management - October 25, 2020","Nasr City, Cairo",Manager,Full Time,Software Engneering 
Chief Technical Officer (CTO) Alexandria,Caduceus Lane,https://wuzzuf.net/jobs/p/ecd74632-4466-4bc7-b37d-de5d6971b429-Chief-Technical-Officer-CTO-Alexandria-Caduceus-Lane-Alexandria-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1236,"Full Time · Manager · 4+ Yrs of Exp · Information Technology (IT) · CTO · Software Development · Software · Design · Computer Science · Engineering · Git · Angular · Backend · Microsoft Office - November 15, 2020","Alexandria, Egypt",Manager,Full Time,Software Engneering 
Dynamics CRM Technical Lead,Xceed,https://wuzzuf.net/jobs/p/70518340-dd50-40fe-9cf1-5f4bff85f20f-Dynamics-CRM-Technical-Lead-Xceed-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1227,"Full Time · Work From Home · Manager · 10+ Yrs of Exp · Information Technology (IT) · Computer Science · Software · IT · Configuring · Computer Software · English · Customer Support · CRM · C# - October 26, 2020","Maadi, Cairo",Manager,Full Time,Software Engneering 
Chief Technology Officer (CTO),Hidden Name,https://wuzzuf.net/jobs/p/be9e05a0-bd0b-4c61-a41f-44bdcbf085a9-Chief-Technology-Officer-CTO-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1240,"Full Time · Senior Management · 5+ Yrs of Exp · Computer Science · CTO · Information Technology (IT) · Software Development · AWS · Devops · Integrations · Agile · MBA · Node · Frontend · Backend - October 15, 2020","Heliopolis, Cairo",Manager,Full Time,Software Engneering 
Full Stack Team Lead,Hidden Name,https://wuzzuf.net/jobs/p/d5d911cc-2289-48b8-80bd-0fb775bc84e2-Full-Stack-Team-Lead-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1239,"Full Time · Manager · 5-12 Yrs of Exp · Full Stack · Backend · Team Lead · API · Information Technology (IT) · Computer Science · Software Development · Engineering · Telecom Engineering - November 18, 2020","Ain Shams, Cairo",Manager,Full Time,Software Engneering 
Technology CTO - Saudi Arabia - Riyadh,Enwan,https://wuzzuf.net/jobs/p/23e0dee0-4e94-4b1f-9239-895badd19810-Technology-CTO---Saudi-Arabia---Riyadh-Enwan-Riyadh-Saudi-Arabia?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1258,"Full Time · Manager · 2-10 Yrs of Exp · Administration · Documentation · Entrepreneurship · Agile · Software · Software Development · Information Technology (IT) · Startup · Computer Science - October 14, 2020","Riyadh, Saudi Arabia",Manager,Full Time,Software Engneering 
Technical Team Lead,3D Diagnostix,https://wuzzuf.net/jobs/p/2e529356-5f69-4a68-b636-d5855c920291-Technical-Team-Lead-3D-Diagnostix-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1247,"Full Time · Manager · 5-8 Yrs of Exp · Computer Science · Information Technology (IT) · Software Development · Backend · Front End · Java · Angular · javaScript · Software · Engineering · SQL - November 5, 2020","Maadi, Cairo",Manager,Full Time,Software Engneering 
Technical Project Lead - Cairo,Unicom Group,https://wuzzuf.net/jobs/p/0502066f-48bc-4071-8cb8-79d9b63874bc-Technical-Project-Lead---Cairo-Unicom-Group-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1259,"Full Time · Manager · 10+ Yrs of Exp · Information Technology (IT) · Computer Science · Project Management · Software Development · .NET · Web Development · Software · Management · Angular - November 16, 2020","Maadi, Cairo",Manager,Full Time,Software Engneering 
Android Technical Lead,Integrated Technology Group,https://wuzzuf.net/jobs/p/29c70554-9d0f-4e2b-aeca-f9175732c1f9-Android-Technical-Lead-Integrated-Technology-Group-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1255,"Full Time · Manager · 9-14 Yrs of Exp · Android · Mobile Application · Information Technology (IT) · Computer Science · Engineering · Telecom Engineering · Software Development - November 2, 2020","Cairo, Egypt",Manager,Full Time,Software Engneering 
.Net Technical Lead,LINK Development,https://wuzzuf.net/jobs/p/41ac45a9-f4f0-4727-b743-59b7c022b4ab--Net-Technical-Lead-LINK-Development-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1243,"Full Time · Manager · 6-10 Yrs of Exp · Information Technology (IT) · Computer Science · ASP.NET · .NET · C# · Computer Engineering · Engineering · SQL · Software · MVC · Angular · OOP · CMS - November 2, 2020","Maadi, Cairo",Manager,Full Time,Software Engneering 
Technical Team Lead,Dozzan,https://wuzzuf.net/jobs/p/9482f3b3-b1d7-4705-be97-c963b47e2af2-Technical-Team-Lead-Dozzan-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1253,"Full Time · Manager · 10+ Yrs of Exp · Information Technology (IT) · .NET · Data · Development · Engineering · Software · Software Development · Computer Science · jQuery · Python · Agile - November 20, 2020","Dokki, Giza",Manager,Full Time,Software Engneering 
Technical Lead,NGMSA,https://wuzzuf.net/jobs/p/9b00e8ea-b402-4e09-8440-7e47a379c4e3-Technical-Lead-NGMSA-Alexandria-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1244,"Full Time · Manager · 10+ Yrs of Exp · Information Technology (IT) · Software Development · Computer Science · Software Engineering · Computer Engineering · C# · C++ · Visual Studio · English - October 20, 2020","Alexandria, Egypt",Manager,Full Time,Software Engneering 
Technical Writer Team Leader,GET Group- Egypt,https://wuzzuf.net/jobs/p/e97df1c8-d06d-4ea2-8324-d1741d362ae8-Technical-Writer-Team-Leader-GET-Group--Egypt-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1245,"Full Time · Manager · 7+ Yrs of Exp · Software Development · Software · Information Technology (IT) · AD · DHCP · DNS · G/W · Computer Science · HTML · Engineering · IT/Software Development - November 16, 2020","Sheraton, Cairo",Manager,Full Time,Software Engneering 
PHP (Laravel) Team Leader,UnitLabs,https://wuzzuf.net/jobs/p/36dd09a1-68f0-41d1-9735-d87736d75e03-PHP-Laravel-Team-Leader-UnitLabs-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1270,"Full Time · Manager · 6-9 Yrs of Exp · Computer Science · PHP · Information Technology (IT) · Software Development · Engineering · MySQL · Laravel · Development · javaScript · HTML · MVC · CSS - October 15, 2020","Dokki, Giza",Manager,Full Time,Software Engneering 
Sales Executive,Hidden Name,https://wuzzuf.net/jobs/p/f7f99482-19af-4cb7-8809-ebd7d853045c-Sales-Executive-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1268,"Full Time · Manager · 5+ Yrs of Exp · Sales · Communication Skills · Microsoft Office · Sales Skills · Customer Service · Sales Strategies · Planning · Management · Marketing · IT · Software - October 5, 2020","Cairo, Egypt",Manager,Full Time,Software Engneering 
Retail Operation Manager,Mr. Tailor,https://wuzzuf.net/jobs/p/1405c092-0e95-42bc-abf3-df8b454d0164-Retail-Operation-Manager-Mr-Tailor-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1265,"Full Time · Manager · 7+ Yrs of Exp · Stores Management · Administration · Admin · Retail · Operations · Management · Planning · Operations/Management · Sales/Retail - October 25, 2020","Maadi, Cairo",Manager,Full Time,Software Engneering 
