job_title,company,job_profile,description,location,Level,Type,StandardJobTitle
Junior Technical Support Engineer - Upper Egypt,MigrationIT.com,https://wuzzuf.net/jobs/p/39a68f94-611c-4a07-9cba-a79c172fc438-Junior-Technical-Support-Engineer---Upper-Egypt-MigrationIT-com-Assiut-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=4,"Full Time · Entry Level · 1-2 Yrs of Exp · ITIL · Technical Support · Information Technology (IT) · Computer Science · Engineering · Computer Engineering · Software · Hardware - November 10, 2020","Assiut, Egypt",Entry Level,Full Time,Software Engneering 
Software Quality Control Engineer,Bnsights,https://wuzzuf.net/jobs/p/c9874cab-e008-49ac-8f0e-d0694ff2c51f-Software-Quality-Control-Engineer-Bnsights-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=13,Full Time · Entry Level · 0-3 Yrs of Exp · Computer Science · Quality Control · Information Technology (IT) · Quality Assurance · Software Testing · Testing · Software Development · ISTQB · Agile - New,"New Cairo, Cairo",Entry Level,Full Time,Software Engneering 
Software Developer,Bnsights,https://wuzzuf.net/jobs/p/adb37853-4505-4eed-87e9-7b8a9ff34feb-Software-Developer-Bnsights-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1,Full Time · Entry Level · 0-3 Yrs of Exp · Information Technology (IT) · Software Development · Computer Science · Software Engineering · SQL · Software · Angular · C# · .NET · Design · MVC - New,"New Cairo, Cairo",Entry Level,Full Time,Software Engneering 
Software Developer,Rashideen Egypt for Trade,https://wuzzuf.net/jobs/p/ba37eef6-36b6-4c29-8b8f-3c3a0432a397-Software-Developer-Rashideen-Egypt-for-Trade-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=5,"Full Time · Entry Level · 1-3 Yrs of Exp · Information Technology (IT) · Computer Science · Computer Engineering · Software Development · Software Engineering · Microsoft SQL Server · ERP · SQL - October 25, 2020","Maadi, Cairo",Entry Level,Full Time,Software Engneering 
Software Developer,AIESEC - MANSOURA,https://wuzzuf.net/internship/e65e2bc0-d223-4d7f-9d9a-7f3ab9744a31-Software-Developer-AIESEC---MANSOURA-Itajuba-Brazil?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=18,"Internship · Entry Level · Software Development · Information Technology (IT) · Software Engineering · Computer Science · Computing · Development · Git · English · Programming · Software Design - November 1, 2020","Itajuba, Brazil",Entry Level,Internship,Software Engneering 
Software Implementation Specialist,Informatique Education,https://wuzzuf.net/jobs/p/6b34ba79-e831-40db-ad30-5326276270f3-Software-Implementation-Specialist-Informatique-Education-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=7,"Full Time · Entry Level · 1-3 Yrs of Exp · Software Implementation · Database Fundamentals · Software Development · Computer Science · Computer Engineering · Information Technology (IT) · Software - November 4, 2020","Nasr City, Cairo",Entry Level,Full Time,Software Engneering 
Software Quality Control Engineer,Bnsights,https://wuzzuf.net/jobs/p/c9874cab-e008-49ac-8f0e-d0694ff2c51f-Software-Quality-Control-Engineer-Bnsights-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=13,Full Time · Entry Level · 0-3 Yrs of Exp · Computer Science · Quality Control · Information Technology (IT) · Quality Assurance · Software Testing · Testing · Software Development · ISTQB · Agile - New,"New Cairo, Cairo",Entry Level,Full Time,Software Engneering 
Junior Technical Support Engineer - Upper Egypt,MigrationIT.com,https://wuzzuf.net/jobs/p/39a68f94-611c-4a07-9cba-a79c172fc438-Junior-Technical-Support-Engineer---Upper-Egypt-MigrationIT-com-Assiut-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=4,"Full Time · Entry Level · 1-2 Yrs of Exp · ITIL · Technical Support · Information Technology (IT) · Computer Science · Engineering · Computer Engineering · Software · Hardware - November 10, 2020","Assiut, Egypt",Entry Level,Full Time,Software Engneering 
Software Developer,Bnsights,https://wuzzuf.net/jobs/p/adb37853-4505-4eed-87e9-7b8a9ff34feb-Software-Developer-Bnsights-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1,Full Time · Entry Level · 0-3 Yrs of Exp · Information Technology (IT) · Software Development · Computer Science · Software Engineering · SQL · Software · Angular · C# · .NET · Design · MVC - New,"New Cairo, Cairo",Entry Level,Full Time,Software Engneering 
Software Developer,Rashideen Egypt for Trade,https://wuzzuf.net/jobs/p/ba37eef6-36b6-4c29-8b8f-3c3a0432a397-Software-Developer-Rashideen-Egypt-for-Trade-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=5,"Full Time · Entry Level · 1-3 Yrs of Exp · Information Technology (IT) · Computer Science · Computer Engineering · Software Development · Software Engineering · Microsoft SQL Server · ERP · SQL - October 25, 2020","Maadi, Cairo",Entry Level,Full Time,Software Engneering 
Software Developer,AIESEC - MANSOURA,https://wuzzuf.net/internship/e65e2bc0-d223-4d7f-9d9a-7f3ab9744a31-Software-Developer-AIESEC---MANSOURA-Itajuba-Brazil?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=18,"Internship · Entry Level · Software Development · Information Technology (IT) · Software Engineering · Computer Science · Computing · Development · Git · English · Programming · Software Design - November 1, 2020","Itajuba, Brazil",Entry Level,Internship,Software Engneering 
Vodafone Egypt Customer Care Advisor,Vodafone Egypt,https://wuzzuf.net/jobs/p/7438ec4b-f23b-4004-9efd-62e304fccf91-Vodafone-Egypt-Customer-Care-Advisor-Vodafone-Egypt-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=6,"Full Time · Entry Level · 0-3 Yrs of Exp · Advisor · Customer Care · Customer Service · Customer Support · English · Communication · CCNA · Call Center · Customer Service/Support - November 17, 2020","Maadi, Cairo",Entry Level,Full Time,Software Engneering 
Software Implementation Specialist,Informatique Education,https://wuzzuf.net/jobs/p/6b34ba79-e831-40db-ad30-5326276270f3-Software-Implementation-Specialist-Informatique-Education-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=7,"Full Time · Entry Level · 1-3 Yrs of Exp · Software Implementation · Database Fundamentals · Software Development · Computer Science · Computer Engineering · Information Technology (IT) · Software - November 4, 2020","Nasr City, Cairo",Entry Level,Full Time,Software Engneering 
Vodafone Egypt Customer Care Advisor,Vodafone Egypt,https://wuzzuf.net/jobs/p/7438ec4b-f23b-4004-9efd-62e304fccf91-Vodafone-Egypt-Customer-Care-Advisor-Vodafone-Egypt-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=6,"Full Time · Entry Level · 0-3 Yrs of Exp · Advisor · Customer Care · Customer Service · Customer Support · English · Communication · CCNA · Call Center · Customer Service/Support - November 17, 2020","Maadi, Cairo",Entry Level,Full Time,Software Engneering 
IT Help Desk Specialist,Hidden Name,https://wuzzuf.net/jobs/p/0153e4e3-6e6f-4335-a1e0-d32984306af8-IT-Help-Desk-Specialist-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=106,"Full Time · Entry Level · 1+ Yrs of Exp · Males Only · Help Desk · English · Information Technology (IT) · Installation · Computer Science · CCNA · MCSE · Installation/Maintenance/Repair - November 2, 2020","Cairo, Egypt",Entry Level,Full Time,IT Category
IT Technical Support Specialist,Hidden Name,https://wuzzuf.net/jobs/p/c0d4b742-5e1b-498e-ad16-9fd90eae266d-IT-Technical-Support-Specialist-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=105,"Full Time · Entry Level · 1-4 Yrs of Exp · Information Technology (IT) · Communications Engineering · Engineering · Computer Hardware · CCNA · MCSA · Microsoft Exchange Server · Installation - November 16, 2020","10th Of Ramadan City, Cairo",Entry Level,Full Time,IT Category
IT programming Intern (.Net) - Seven,AIESEC - MANSOURA,https://wuzzuf.net/internship/9a0aa1b7-3d08-4f54-85ce-27873427b22d-IT-programming-Intern--Net---Seven-AIESEC---MANSOURA-Uberlandia-Brazil?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=112,"Internship · Entry Level · Information Technology (IT) · Computer Science · Programming · Software Development · Engineering · Computer · .NET · English · Node.js · React JS · Computer Engineering - November 5, 2020","Uberlandia, Brazil",Entry Level,Internship,IT Category
IT Help Desk Specialist,E3mel Business for Financial & Managerial Consultancy,https://wuzzuf.net/jobs/p/7b509cbf-1a1a-4e79-9918-3aecc6e45b8e-IT-Help-Desk-Specialist-E3mel-Business-for-Financial-Managerial-Consultancy-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=107,"Full Time · Entry Level · 1-3 Yrs of Exp · Males Only · Information Technology (IT) · Help Desk · Computer Science · Installation · Computer · Information Technology · Technology · Science - November 16, 2020","Maadi, Cairo",Entry Level,Full Time,IT Category
IT Specialist,London International Patient Services,https://wuzzuf.net/jobs/p/2d5c9c85-4d28-4995-b5b6-4a6cb73344b9-IT-Specialist-London-International-Patient-Services-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=120,"Full Time · Entry Level · 1-3 Yrs of Exp · Computer Science · Information Technology (IT) · CCNA · CISSP · MCSE · Installation · Maintenance · Firewall · Computer Engineering · Computer · Science - November 17, 2020","Sheraton, Cairo",Entry Level,Full Time,IT Category
IT Help Desk,Hidden Name,https://wuzzuf.net/jobs/p/db6df47b-9346-4165-ba4d-0e5ce75c7ba4-IT-Help-Desk-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=117,"Full Time · Entry Level · 1+ Yrs of Exp · IT HelpDesk · Information Technology (IT) · Software · CCNA · Computer Maintenance · Computer Science · Computer Hardware · MSCA · MCSE · Configurations - November 11, 2020","Obour City, Cairo",Entry Level,Full Time,IT Category
iOS Developer,Ads Solution,https://wuzzuf.net/jobs/p/533a552f-2eec-4280-a877-51f43f38d9d3-iOS-Developer-Ads-Solution-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1015,"Full Time · Entry Level · 1-3 Yrs of Exp · Information Technology (IT) · Computer Science · iOS · Software Development · Swift · Mobile Development · APIs · Git · RESTful · RESTful APIs · Design - October 12, 2020","Cairo, Egypt",Entry Level,Full Time,Software Engneering 
Business Development Specialist,Talents Arena,https://wuzzuf.net/jobs/p/92c5819b-7fa4-4387-b3ce-0edd218a9f23-Business-Development-Specialist-Talents-Arena-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1006,"Full Time · Entry Level · 1-2 Yrs of Exp · Business Development · English · Marketing · Research · Business · Sales Skills · Software Engineering · Sales · Sales Target · Advertising - November 8, 2020","Smart Village, Giza",Entry Level,Full Time,Software Engneering 
PHP Laravel Developer,Esmaar,https://wuzzuf.net/jobs/p/0f1eec75-2e38-4dfe-9367-b810576b4bfd-PHP-Laravel-Developer-Esmaar-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1029,"Full Time · Entry Level · 1-4 Yrs of Exp · PHP · Laravel · Information Technology (IT) · Software Testing · CSS3 · MySQL · Git · Computer Science · javaScript · Engineering · HTML5 · SQL - November 7, 2020","New Cairo, Cairo",Entry Level,Full Time,Software Engneering 
Power BI Developer,Centro Global Solutions,https://wuzzuf.net/jobs/p/d612f754-4ce6-4b7d-8b49-7455b93ce5a3-Power-BI-Developer-Centro-Global-Solutions-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1028,"Full Time · Entry Level · 1-8 Yrs of Exp · Computer Science · Power BI · SQL · Business Intelligence · javaScript · .Net · Information Technology (IT) · Data Modeling · Testing · Business · ETL - November 18, 2020","Maadi, Cairo",Entry Level,Full Time,Software Engneering 
Front End Developer,ApexAITechnologies,https://wuzzuf.net/jobs/p/015f80f3-c920-4100-8307-bf598cae7c74-Front-End-Developer-ApexAITechnologies-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1039,"Full Time · Entry Level · 1-3 Yrs of Exp · Information Technology (IT) · Angular · HTML · css · javaScript · Web · Typescript · Computer Science · Software Development · Engineering · SASS - November 5, 2020","Sheraton, Cairo",Entry Level,Full Time,Software Engneering 
Front-End Developer -Brazil,AIESEC - MANSOURA,https://wuzzuf.net/internship/4c73a13a-2dc5-49ca-b1d3-24e463141c5e-Front-End-Developer--Brazil-AIESEC---MANSOURA-Belo-Horizonte-Brazil?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1037,"Internship · Entry Level · Computer Science · Information Technology (IT) · Software Development · javaScript · CSS · Development · IT/Software Development · Engineering - Telecom/Technology - October 5, 2020","Belo Horizonte, Brazil",Entry Level,Internship,Software Engneering 
PHP Laravel Developer/Tester,Esmaar,https://wuzzuf.net/jobs/p/6ebd4e1b-67b8-4e55-bd48-beb4ffbc798d-PHP-Laravel-Developer-Tester-Esmaar-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1033,"Full Time · Entry Level · 1-4 Yrs of Exp · PHP · Laravel · Information Technology (IT) · Software Testing · CSS3 · MySQL · Git · Computer Science · javaScript · Engineering · HTML5 · SQL - October 4, 2020","New Cairo, Cairo",Entry Level,Full Time,Software Engneering 
React Front End Developer,Nile Creations,https://wuzzuf.net/jobs/p/d1268511-e390-43fc-b7e6-4f072d57fd4e-React-Front-End-Developer-Nile-Creations-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1053,"Full Time · Entry Level · 1+ Yrs of Exp · PHP · MySQL · Magento · WordPress · Information Technology (IT) · Web Development · Plugins · CakePHP · AJAX · HTML5 · CSS3 · Bootstrap · jQuery - September 29, 2020","Heliopolis, Cairo",Entry Level,Full Time,Software Engneering 
Junior Angular Front-End Developer,IT Pillars,https://wuzzuf.net/jobs/p/ba328334-8f47-46cb-ad4b-6efe4efcd3a8-Junior-Angular-Front-End-Developer-IT-Pillars-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1051,"Full Time · Entry Level · 1+ Yrs of Exp · Angular · CSS · HTML · CSS3 · HTML5 · UI · Information Technology (IT) · Computer skills · Microsoft office · API · Computer Science · javaScript - October 1, 2020","Nasr City, Cairo",Entry Level,Full Time,Software Engneering 
Sales Agent,Madar plus,https://wuzzuf.net/jobs/p/d5dd3ad1-dbb4-45ae-b7d3-144e4d658d7c-Sales-Agent-Madar-plus-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1042,"Full Time · Entry Level · 1-4 Yrs of Exp · Sales · Marketing · Sales Skills · Sales Target · Communication Skills · Computer Skills · Construction · Customer Service · Marketing/PR/Advertising - November 19, 2020","Obour City, Cairo",Entry Level,Full Time,Software Engneering 
Front-End Web Developer (Angular) - Remotely,Pan Arab Media Inc,https://wuzzuf.net/jobs/p/63d1b0e8-73da-4b13-b02f-ba0b7b3dd30e-Front-End-Web-Developer-Angular---Remotely-Pan-Arab-Media-Inc-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1073,"Full Time · Work From Home · Entry Level · 1+ Yrs of Exp · DOM · JSON · HTML5 · CSS3 · XML · JQuery · MySQL · PHP · Angular · Web Design · Software Development · Jira · javaScript · UI - October 22, 2020","Maadi, Cairo",Entry Level,Full Time,Software Engneering 
Business Development Specialist,Pro Solutions,https://wuzzuf.net/jobs/p/b663f55c-5b2a-4639-b540-a0f8d7c57393-Business-Development-Specialist-Pro-Solutions-Dakahlia-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1071,Full Time · Entry Level · 1+ Yrs of Exp · Business Development · Sales · Sales Target · Sales Skills · Commerce · Art · Law · IT · Hardware · Marketing · Market Research · Business Development - New,"Mansoura, Dakahlia",Entry Level,Full Time,Software Engneering 
Java Developer,Aman,https://wuzzuf.net/jobs/p/502eef5d-91d8-435b-9374-f1fa42ed8644-Java-Developer-Aman-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1062,"Full Time · Entry Level · 0-2 Yrs of Exp · Java · Information Technology (IT) · Computer Science · Software Development · Engineering · SQL · HTML · Web Development · CSS · Git · Oracle · JSON - November 9, 2020","Giza, Egypt",Entry Level,Full Time,Software Engneering 
ADF Developer - Alexandria,Ascon Advanced Solutions & Consultant,https://wuzzuf.net/jobs/p/05e53b65-248d-462b-a225-5f5e865f0dea-ADF-Developer---Alexandria-Ascon-Advanced-Solutions-Consultant-Alexandria-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1078,"Full Time · Entry Level · 1-4 Yrs of Exp · Engineering · Computer Science · Information Technology (IT) · ADF Programing · ERP · Oracle · Computer Engineering · IT/Software Development - November 3, 2020","Alexandria, Egypt",Entry Level,Full Time,Software Engneering 
Front End Developer,Bites for Development,https://wuzzuf.net/jobs/p/17a883f3-350d-452e-ac8b-1608e8bb07a3-Front-End-Developer-Bites-for-Development-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1092,"Full Time · Entry Level · 1-4 Yrs of Exp · Software Development · javaScript · Computer Science · Information Technology (IT) · HTML5 · CSS3 · Agile · Git · SASS · LESS · APIs · RESTful · Jira - October 12, 2020","Giza, Egypt",Entry Level,Full Time,Software Engneering 
Business Development Engineer,Smart Lighting,https://wuzzuf.net/jobs/p/9ca69c9c-d552-4560-8e20-bc4bfdc7dd27-Business-Development-Engineer-Smart-Lighting-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1096,"Full Time · Entry Level · 0-2 Yrs of Exp · Females Only · Engineering · Business Development · English · Marketing · Architecture · Engineering - Construction/Civil/Architecture - October 13, 2020","Sheraton, Cairo",Entry Level,Full Time,Software Engneering 
PHP Web Developer,Etolv,https://wuzzuf.net/jobs/p/ee5640e6-e672-4103-85aa-b5f99e0ea286-PHP-Web-Developer-Etolv-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1117,"Full Time · Entry Level · 1-5 Yrs of Exp · php · laravel · Information Technology (IT) · Computer Science · Web Development · Git · OOP · Front-End · Back-End · Development · Web · Deployment - November 2, 2020","Dokki, Giza",Entry Level,Full Time,Software Engneering 
PHP Web Developer,Hidden Name,https://wuzzuf.net/jobs/p/6df2d91e-1828-4c31-9cb9-2847df449afb-PHP-Web-Developer-Dakahlia-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1114,"Full Time · Entry Level · 0-5 Yrs of Exp · PHP · Web · Apps · code · Web Development · Information Technology (IT) · Computer Science · Engineering · IT/Software Development - October 18, 2020","Mansoura, Dakahlia",Entry Level,Full Time,Software Engneering 
PHP Developer,Lyve,https://wuzzuf.net/jobs/p/c1f8cac0-9024-470e-b852-14ba464d9955-PHP-Developer-Lyve-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1113,"Full Time · Entry Level · 1-2 Yrs of Exp · Information Technology (IT) · PHP · Software Development · javaScript · Computer Science · HTML · MySQL · Web Development · HTML5 · Git · Angular - October 4, 2020","Heliopolis, Cairo",Entry Level,Full Time,Software Engneering 
Oracle Apps Developer,Rowad Modern Engineering,https://wuzzuf.net/jobs/p/01dd19b2-f4e1-4ea0-86a6-2ec6fa6a124c-Oracle-Apps-Developer-Rowad-Modern-Engineering-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1127,"Full Time · Entry Level · 1-4 Yrs of Exp · Information Technology (IT) · SQL · OAF · EBS · Oracle Development · Oracle Enterprise Applications Suite · Oracle · Engineering · Telecom · XML · PLSQL - October 6, 2020","Maadi, Cairo",Entry Level,Full Time,Software Engneering 
UI Designer / Front-End Developer,@DESIGNS Agency,https://wuzzuf.net/jobs/p/5e6ede2f-0439-4cd8-8bf1-a727cc781d34-UI-Designer---Front-End-Developer-DESIGNS-Agency-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1137,"Full Time · Part Time · Entry Level · 1+ Yrs of Exp · HTML · CSS · javaScript · DreamWeaver · Web Design · Adobe Photoshop · UI · Adobe Dreamweaver · Adobe Illustrator · Computer Science · HTML5 - November 3, 2020","Dokki, Giza",Entry Level,Full Time,Software Engneering 
Magento Developer,tshween.com,https://wuzzuf.net/jobs/p/3d758100-c4d6-4262-8f59-065e58cfa67d-Magento-Developer-tshween-com-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1130,"Full Time · Entry Level · 1-4 Yrs of Exp · Magento · Computer Science · CSS · PHP · XML · javaScript · Information Technology (IT) · WordPress · MVC · CMS · Shopify · Agile - November 5, 2020","Maadi, Cairo",Entry Level,Full Time,Software Engneering 
Assistant Front End Angular Developer R1,YELO,https://wuzzuf.net/jobs/p/27c9913c-52a6-41ca-9926-6f779b96e4ed-Assistant-Front-End-Angular-Developer-R1-YELO-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1155,"Full Time · Entry Level · 0-2 Yrs of Exp · Computer Engineering · Computer Science · javaScript · APIs · Angular · CSS · Angular 7+ · Angular CLI · JSON · RESTful APIs · HTML5 · Core · DOM - October 12, 2020","Sheraton, Cairo",Entry Level,Full Time,Software Engneering 
Java Developer - Entry level,YELO,https://wuzzuf.net/jobs/p/93ce0f49-83ac-4a9d-96a9-20b14318a085-Java-Developer---Entry-level-YELO-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1156,"Full Time · Entry Level · 0-1 Yrs of Exp · Information Technology (IT) · Computer Science · Java · SQL · APIs · RESTful APIs · RESTful · Spring · Computer Engineering · SOA · ORM · Java 8 - October 12, 2020","Sheraton, Cairo",Entry Level,Full Time,Software Engneering 
Junior Oracle Developer,Egyptian Takaful Property and Liability,https://wuzzuf.net/jobs/p/567a0157-04fb-4fbc-96bb-e4a9540aae4c-Junior-Oracle-Developer-Egyptian-Takaful-Property-and-Liability-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1141,"Full Time · Entry Level · 1-3 Yrs of Exp · SQL · PL/SQL · Crystal Reports · Computer Science · Oracle · Database · Information Technology (IT) · PL · PLSQL · Installation/Maintenance/Repair - October 10, 2020","Mohandessin, Giza",Entry Level,Full Time,Software Engneering 
Business Developer,HPA (Highly Professional Advisors),https://wuzzuf.net/jobs/p/d259bb6c-fc3c-4afd-af89-64868ca4cf8a-Business-Developer-HPA-Highly-Professional-Advisors-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1150,"Full Time · Entry Level · 1-3 Yrs of Exp · Sales Skills · Sales · Sales Target · English · Corporate Sales · B2B · Education · E-learning · Learning Software · Business Administration - October 20, 2020","New Cairo, Cairo",Entry Level,Full Time,Software Engneering 
Business Development Intern,Arrows,https://wuzzuf.net/internship/c31f0e05-75f9-4715-964b-38b6e470df72-Business-Development-Intern-Arrows-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1148,"Internship · Entry Level · 0-1 Yrs of Exp · Sales · Business Administration · Business Development · Marketing · Communication Skills · Market Research · English · Business · Administration - November 15, 2020","6th Of October, Giza",Entry Level,Internship,Software Engneering 
Business Development Executive,Social Peak,https://wuzzuf.net/jobs/p/344c1184-cbc4-431a-bc3f-0eb5bbde265f-Business-Development-Executive-Social-Peak-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1144,"Full Time · Entry Level · 1-3 Yrs of Exp · Business Development · Sales · Sales Skills · Sales Target · Digital · Communication Skills · Business Development - November 5, 2020","Cairo, Egypt",Entry Level,Full Time,Software Engneering 
Key Accounts Sales Admin,Talabat,https://wuzzuf.net/jobs/p/b9b2e890-0550-4bac-8ada-46242d710059-Key-Accounts-Sales-Admin-Talabat-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1180,"Full Time · Entry Level · 1-3 Yrs of Exp · Sales · Sales Skills · Sales Target · Marketing · Marketing Campaigns · Customer Service · Customer Care · Account Managment · Customer Relations · CRM - October 13, 2020","Maadi, Cairo",Entry Level,Full Time,Software Engneering 
Laravel Developer,As Good As New,https://wuzzuf.net/jobs/p/ae0c96dd-2a6e-42fb-be50-57776deed5b8-Laravel-Developer-As-Good-As-New-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1179,"Full Time · Entry Level · 1-3 Yrs of Exp · Laravel · PHP · MySQL · SQL · API · REST · REST API · Testing · Design · Information Technology (IT) · Computer Science · IT/Software Development - October 28, 2020","New Cairo, Cairo",Entry Level,Full Time,Software Engneering 
Junior Business Development Engineer,Asass,https://wuzzuf.net/jobs/p/8d50688a-41c1-4d99-a54f-2917479c16a3-Junior-Business-Development-Engineer-Asass-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1171,"Full Time · Entry Level · 1-3 Yrs of Exp · Engineering · Negotiation · Communication · Business Development · BD · Information Technology (IT) · Computer Science · Sales · Sales Engineer · Skills - October 22, 2020","New Cairo, Cairo",Entry Level,Full Time,Software Engneering 
Sales Engineer,Madar plus,https://wuzzuf.net/jobs/p/fc16b204-c27f-40c3-a5fc-aa7fdaeb468b-Sales-Engineer-Madar-plus-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1176,"Full Time · Entry Level · 1-3 Yrs of Exp · Project Management · Engineering · Sales · Marketing · Sales Skills · Sales Target · Communication Skills · Computer Skills · Construction · Sales/Retail - October 25, 2020","Obour City, Cairo",Entry Level,Full Time,Software Engneering 
Sales Engineer,Madar plus,https://wuzzuf.net/jobs/p/fc16b204-c27f-40c3-a5fc-aa7fdaeb468b-Sales-Engineer-Madar-plus-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1181,"Full Time · Entry Level · 1-3 Yrs of Exp · Project Management · Engineering · Sales · Marketing · Sales Skills · Sales Target · Communication Skills · Computer Skills · Construction · Sales/Retail - October 25, 2020","Obour City, Cairo",Entry Level,Full Time,Software Engneering 
Key Accounts Sales Admin,Talabat,https://wuzzuf.net/jobs/p/b9b2e890-0550-4bac-8ada-46242d710059-Key-Accounts-Sales-Admin-Talabat-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1187,"Full Time · Entry Level · 1-3 Yrs of Exp · Sales · Sales Skills · Sales Target · Marketing · Marketing Campaigns · Customer Service · Customer Care · Account Managment · Customer Relations · CRM - October 13, 2020","Maadi, Cairo",Entry Level,Full Time,Software Engneering 
Testing Automation Engineer - Alexandria,Softxpert Incorporation,https://wuzzuf.net/jobs/p/097b8a95-e87b-4f55-907c-6291bfb74afb-Testing-Automation-Engineer---Alexandria-Softxpert-Incorporation-Alexandria-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1193,"Full Time · Entry Level · 1-5 Yrs of Exp · Computer Science · Information Technology (IT) · Software Testing · Software Development · Software · Testing · Communication Skills · Development - November 18, 2020","Alexandria, Egypt",Entry Level,Full Time,Software Engneering 
